卫生间	装修_毛	容积率_	绿化率_	物业费_	面积	地铁	学校	X	Y	建造年	房价
1	2	1.9	0.35	1.12	60.9	22657.93924	333.3282055	467919.5766	4463994.149	10	209
1	2	2.5	0.3	2.8	106.2	19023.45654	767.505103	468105.1059	4460372.827	21	360
1	2	1.5	0.3	0.4	140.4	21867.22866	183.39692	468560.1647	4463266.289	16	370
1	2	0.39	0.35	4	95.5	22051.17501	575.1391404	469114.0495	4463533.764	27	338
2	1	3	0.4	0.5	130.9	21832.26097	395.0045821	467818.2643	4463168.345	19	460
1	2	2	0.3	0.5	93.8	23870.38341	563.2825117	468278.9774	4465244.314	23	290
1	1	1.6	0.3	1.12	77.8	20779.79008	687.719249	469093.3019	4462250.84	20	245
1	1	1.2	0.15	0.5	66.8	20783.22449	56.49456151	467881.1337	4462123.566	15	205
2	2	1.6	0.3	0.5	102.4	22719.03746	890.7246489	469518.945	4464254.751	25	300
1	2	1	0.35	1.6	136.8	20895.47326	120.0051867	467745.6009	4462231.893	22	550
1	2	2	0.3	1	77	21698.28083	890.5114991	469419.7733	4463218.262	17	249
2	1	1.3	0.41	0.6	128.8	23272.80401	356.4242971	468997.1325	4464747.152	24	415
2	2	0.8	0.3	2	117	23395.71185	79.69256466	468229.4982	4464756.678	23	370
1	2	0.4	0.32	1.12	99	21487.62834	838.3870718	469416.0455	4463006.161	21	325
3	2	0.26	0.35	3.3	302.4	27200.22438	2511.999016	467584.7666	4468516.461	21	750
2	2	2.5	0.3	1.8	109.6	21611.2735	396.0466608	468947.6701	4463067.554	30	440
1	1	2.5	0.3	0.9	83	18604.65432	1567.436918	473682.8707	4460225.43	36	200
2	2	1.05	0.41	1.2	149.8	26542.78445	470.2572016	471968.2648	4468210.157	24	380
1	2	3	0.3	2	61	21210.94659	503.3062815	468230.9435	4462555.411	21	215
3	1	1.2	0.3	0.8	302.4	26453.98112	1214.266717	470548.72	4468078.288	21	750
1	1	1.2	0.1	0.3	73.1	22882.00617	559.4001272	469212.6286	4464382.006	20	235
1	1	1.6	0.4	0.5	88.3	20879.1684	597.2931422	468492.1541	4462255.894	15	280
1	2	1.9	0.3	1.8	71.1	22582.05417	56.06394282	468319.333	4463949.066	27	270
1	2	2.5	0.3	0.3	88.6	26218.98293	673.8182538	471227.3964	4467874.032	28	225
1	2	2	0.3	1	62.9	21777.74264	246.2249659	468330.5733	4463137.333	17	216
1	2	1.3	0.3	1.8	82.4	24126.01399	866.8742186	468442.8904	4465527.813	21	266
2	1	3	0.3	2	119.6	22143.04679	63.99218252	468150.1656	4463484.166	22	415
1	1	2.3	0.4	2.58	72.1	23356.09848	213.9860142	468641.1829	4464781.162	15	224
1	2	1.8	0.1	1.12	73.6	22313.23612	265.8767844	468540.4338	4463713.583	21	210
2	2	1.29	0.49	1	130	20684.95233	125.1231683	467805.167	4462023.604	22	516
1	2	3	0.3	2	80	21938.4339	216.8370625	467962.6506	4463277.421	20	255
1	1	1.5	0.28	0.6	100	22413.0511	652.8810575	474793.947	4463927.141	26	225
1	1	1.2	0.2	0.9	85.7	20614.10084	330.0532412	468572.8866	4462001.572	21	240
2	2	2	0.4	0.5	98.5	21854.71189	279.7919376	467966.5279	4463193.999	20	368
1	2	3	0.3	2.5	81.4	21888.53968	233.2844949	467630.3542	4463218.915	21	235
2	2	2.58	0.3	9.5	158	21934.27094	406.005412	468947.2964	4463392.921	21	454
1	2	1.44	0.4	0.3	80.9	23255.8884	555.1077657	469210.1369	4464757.388	19	246
2	2	1.2	0.32	2.8	119.2	23061.28794	496.261686	469182.9191	4464558.456	23	435
1	2	3	0.3	2	83.6	22832.8815	278.6642824	468151.4182	4464174.185	16	268
1	2	2.5	0.3	2	101.8	17439.30694	345.3054095	473226.0451	4459095.002	36	270
1	1	1.5	0.3	0.88	65.8	21199.44457	449.1248604	468945.2947	4462652.133	21	229
2	2	1.2	0.3	1.06	128.9	22909.06813	397.1200257	469037.2997	4464386.591	24	460
4	0	0.4	0.5	3.6	300	17708.88934	733.9163757	472020.1097	4459401.934	29	685
3	2	1.6	0.4	0.7	171	24155.82288	846.8600781	468246.0589	4465527.309	21	650
2	2	1.55	0.48	0.4	124	23367.67277	236.9628535	468023.0871	4464703.753	21	500
2	2	1.7	0.3	1.58	159.9	21067.15349	261.7879343	467852.236	4462406.058	25	670
1	2	1.2	0.2	0.9	63	21367.7668	151.5367127	468578.1031	4462764.551	13	216
2	2	1.5	0.3	0.9	129.5	20763.0864	540.72339	468875.0294	4462201.375	21	390
1	2	2.5	0.3	0.8	62.9	22885.54837	297.3505271	468871.2455	4464340.229	24	235
1	2	1.5	0.3	0.55	99	21138.50353	401.8543704	468776.2602	4462564.866	21	295
1	2	1.2	0.2	1.12	80.8	23492.79093	351.891209	468533.829	4464902.932	17	230
1	2	1.2	0.47	1.67	80.3	22136.47431	331.4054149	467768.4724	4463470.473	21	249
1	2	1.2	0.4	3.9	103.6	20335.63145	172.4387626	468519.3113	4461710.397	16	288
1	2	2.5	0.3	2	89.3	17440.60293	335.6887257	473052.5452	4459106.906	34	275
1	2	1.2	0.6	0.56	63	21910.0507	137.3081949	468181.0981	4463252.126	11	200
1	2	1.88	0.3	0.5	87.5	21432.20541	239.7026323	468816.7883	4462867.513	24	285
1	2	1.2	0.3	0.9	62.4	21481.06255	271.648975	468321.9944	4462835.486	17	205
2	2	2.5	0.35	1.06	138.3	22324.05893	325.5478025	467854.4984	4463659.748	25	435
1	2	1.2	0.35	1.56	71.1	24659.21768	1068.805157	470316.306	4466270.143	21	225
2	2	1.5	0.3	0.9	128.7	21941.58341	161.8484043	468301.7948	4463298.167	24	490
1	2	1.2	0.32	0.56	89.6	21433.49955	1107.079084	469687.8352	4462983.759	21	240
1	2	1.5	0.15	0.5	62.8	22152.25639	153.0956781	467952.833	4463490.479	16	215
1	2	2	0.34	1	87.9	22254.38916	940.6023786	469426.3991	4463777.622	22	275
2	2	1.2	0.35	2.17	134	21088.87299	465.9472897	468470.6105	4462464.392	21	415
1	2	1.8	0.35	0.9	102	22415.9074	481.0726299	468823.0281	4463860.245	21	300
1	2	2.5	0.31	0.8	86	22293.74222	357.118587	467792.3212	4463627.979	16	258
1	2	1.2	0.1	0.3	86.3	22721.05338	636.1906531	469216.2371	4464220.7	19	225
1	2	1.2	0.3	0.56	117.4	23298.13195	389.2678798	467873.1351	4464631.669	17	385
1	1	1.2	0.3	0.9	72.5	21271.48068	301.8772583	468448.6283	4462645.387	14	245
1	2	1.2	0.2	0.9	91	22377.98141	281.6851154	468548.0432	4463780.168	21	305
1	2	1.9	0.34	1.35	105.4	551.9673844	665.8761505	456212.9354	4413790.073	26	665
2	3	2.34	0.32	2.6	189.5	739.9627581	572.7220199	456989.6041	4412838.533	31	1370
1	2	2	0.34	1.9	61.4	546.7377934	424.4324986	456537.4353	4413704.355	23	450
1	3	1.9	0.34	1.35	54.5	416.1628919	677.9125322	456248.77	4414127.314	25	299
1	0	2	0.34	0.52	61.9	474.5789489	438.3155472	456555.7559	4414008.639	23	408
1	1	2.6	0.3	1.2	54.1	1099.065566	682.1695438	457414.5023	4412959.466	27	298
1	1	2	0.3	1.1	80.5	1310.634904	668.3224721	451620.2252	4406363.879	36	256
2	2	2.02	0.4	1.2	139.3	530.4822705	290.5919534	441902.1243	4398147.385	29	698
2	2	2.3	0.3	1.8	117	2185.58218	273.2381994	445175.8523	4399898.352	36	430
1	2	2.3	0.3	0.6	59	808.4852709	180.0467418	442456.7365	4397753.412	15	225
2	2	1.2	0.3	0.6	149.5	712.2750496	178.44708	442429.2388	4397400.655	23	610
1	2	2.3	0.45	1.7	92	1789.36204	564.9768254	445227.516	4399460.052	31	360
1	2	1.32	0.36	1.1	103	974.3734117	612.0833922	442022.7316	4395530.829	26	319
1	2	1.1	0.4	1.48	116.1	1156.610626	1053.677988	442807.1476	4400834.566	26	538
1	2	2.8	0.3	1.6	88	1046.862038	407.745583	440626.8968	4400743.184	31	360
1	1	1.75	0.33	0.7	87.4	814.4577696	203.3611356	443737.9153	4397989.793	15	320
1	1	1.4	0.38	1	84.6	1000.262456	295.0791126	440772.0534	4401416.936	24	390
5	0	0.56	0.6	1.86	848	11266.65956	1622.706544	450180.448	4384696.248	31	2400
1	2	4.8	0.3	1	95.8	1853.843013	722.5985569	443475.6713	4401302.58	20	248
1	2	2	0.36	0.5	66.1	2203.613147	239.9039215	443834.9276	4400611.588	18	233
1	2	2	0.35	1.8	103.3	1432.467959	463.6662851	443132.1314	4398424.168	27	425
1	1	1.62	0.36	0.5	65.7	342.7597447	353.051011	441620.7383	4398313.818	16	261
2	1	2	0.35	1.6	111.4	1187.769066	594.6219106	440527.7896	4397419.585	33	316
1	2	2.5	0.31	1.8	48.7	256.8014939	116.6306108	441968.0434	4397373.199	33	229
1	2	2.5	0.3	2.9	101	518.6972118	675.1860128	442082.081	4400652.343	34	523
2	2	1.6	0.38	0.75	96.8	2493.228682	128.2879555	438828.7063	4403384.416	24	362
1	2	2	0.35	1.6	87.1	1038.300632	426.3333091	440695.2983	4397235.775	38	265
1	2	2.3	0.3	0.5	96	827.1745604	354.5266474	442406.5117	4396894.036	16	340
1	1	3	0.5	0.6	51.6	1145.413648	731.5929611	444036.1273	4398843.84	19	205
1	1	1	0.3	1.9	88.8	793.0311947	411.0304435	444101.8267	4398478.318	33	320
1	2	2.5	0.3	1.6	64.8	759.9001207	193.5334463	440956.0698	4397429.017	36	230
1	1	1	0.3	0.58	90.5	1470.651699	745.3154262	445652.7696	4398768.254	20	326
1	2	2.13	0.4	0.8	82.9	957.7907537	778.4193865	442508.8701	4400512.23	20	340
1	2	1.62	0.36	0.5	75.2	604.6987589	381.4199473	441463.7924	4398093.892	15	285
1	2	1.66	0.31	0.5	73.6	1479.980475	427.016251	443301.1616	4398633.27	15	240
1	1	2.3	0.3	1.15	88.4	1254.108949	606.7078265	443624.1037	4398676.528	38	251
2	2	1.17	0.3	4.66	192.6	1154.908661	446.5071428	442747.987	4402132.89	36	1298
1	1	1.5	0.3	0.5	55.3	821.4294953	102.2032955	442511.4824	4398438.73	3	230
1	1	1.69	0.41	1.2	80.9	1142.140917	504.2157866	442277.1116	4395462.581	24	265
1	2	2.5	0.3	0.9	76.5	501.1301016	249.1337896	441227.7481	4398523.79	33	368
2	2	2.77	0.35	1.8	119.7	793.6060657	1012.171054	442442.7688	4400845.619	30	528
1	1	1.51	0.3	0.69	68.8	897.9012278	603.7416275	443679.4854	4397538.002	16	249
1	2	1.6	0.3	1.5	104.9	279.6626422	546.2839055	452785.433	4405418.977	27	470
1	2	3	0.3	0.9	104.9	614.8159961	1204.137518	453248.7884	4406050.747	27	470
1	1	1.83	0.35	1.5	94	635.9740174	577.682277	441242.4343	4400276.922	26	490
1	1	2.13	0.3	1.1	77.2	1211.38042	777.3976429	442780.2771	4400496.574	19	270
1	1	1.62	0.36	0.5	103	158.7728355	338.9299261	441617.3731	4398517.515	19	410
1	2	1.36	0.36	1.2	122.3	531.3419083	384.2608466	441657.0471	4398115.789	22	554
1	2	2.19	0.62	1.5	72.8	1398.658934	172.9316692	443094.1011	4398883.003	26	293
1	2	2.1	0.3	4	104.9	508.5668959	957.8266671	452751.3821	4406202.278	27	470
1	2	2.79	0.35	1.7	121.8	508.7506256	27.83310989	442147.8893	4397697.013	23	580
1	2	2.3	0.3	2.68	89.5	180.7521426	382.0463881	441637.3608	4400766.812	21	565
2	2	1.5	0.35	1.21	106.8	423.6661717	737.1397936	441653.643	4402480.355	19	466
1	2	1.83	0.55	1.6	99.2	486.2873554	278.924291	441233.0541	4399979.08	29	434
1	1	1	0.55	1.25	111	3301.298323	1037.542049	446597.7323	4401807.929	22	350
1	2	2	0.3	3	62.1	1238.183192	463.2961666	442890.7023	4400166.564	12	259
2	2	1	0.3	1.2	144	570.1299929	187.6882049	441965.248	4397938.788	24	690
2	0	2.5	0.3	0.9	98.8	709.3385539	44.41773697	441287.6371	4399255.645	42	440
2	1	2	0.45	1.45	137.2	360.9576333	69.04327432	441968.6641	4397685.051	23	599
1	2	2.2	0.2	0.75	77.3	2190.698595	212.6388126	438659.3431	4403658.32	23	283
1	1	1.62	0.3	0.8	81.3	426.7646226	217.5088414	442095.9804	4396271.432	17	285
1	1	1.53	0.31	0.8	74.1	1268.94023	120.27853	442945.2772	4398957.268	17	229
1	1	2	0.31	1.2	82.9	431.6014915	539.85981	441855.0048	4400564.846	26	380
1	2	2.83	0.3	0.5	66.8	1331.18139	150.8825275	443033.9226	4397226.199	9	225
1	1	1.6	0.3	0.8	97.3	1029.439574	388.9615601	442284.1981	4395599.24	17	302
1	2	1.43	0.4	0.5	83.3	1121.99473	400.6344867	443530.5985	4398317.525	20	268
1	2	2.1	0.4	1.1	81.4	875.9754067	222.5304598	442564.9575	4399706.939	21	370
2	1	1.2	0.36	1.2	114	725.1360796	886.121117	443281.3021	4437926.267	26	660
1	2	1.2	0.3	0.65	99.6	947.8917799	426.4032211	442527.5813	4435972.326	24	495
1	1	3	0.3	2.18	90	1032.02423	490.874667	442883.1053	4435902.697	32	618
1	1	2	0.3	3.78	49.4	958.5023808	1397.565773	444191.7915	4437935.524	39	398
2	1	1.8	0.35	0.63	158	377.4930982	910.6987295	443670.3853	4437594.443	26	698
1	2	1.89	0.3	0.64	88	1104.39668	1374.484367	444564.4115	4437627.621	26	440
2	1	2.4	0.3	0.64	122.9	429.0452541	738.8358593	441864.0883	4436666.848	21	500
2	2	1.5	0.3	0.65	124.7	1550.370977	1404.672683	445620.8135	4437337.249	28	470
2	2	1.2	0.35	3.28	191.5	1392.764755	66.96542252	440043.639	4437122.492	18	980
1	2	1.2	0.3	0.9	83	949.6773696	979.9153887	441355.4094	4438948.647	42	520
1	2	1.58	0.35	0.64	94	1172.349372	1413.925987	444919.6191	4437300.061	26	480
1	2	1.4	0.49	2.68	82.7	591.3725452	757.0065259	444960.5244	4436640.997	36	610
4	1	0.8	0.45	2.5	299	430.1868556	943.21631	443267.9729	4437588.425	29	1530
1	1	1.8	0.28	0.65	102.3	1393.100709	1259.415115	445721.7173	4436996.152	29	498
1	2	2	0.3	0.65	100	168.1286559	519.3209764	444621.0057	4436342.252	26	558
1	2	1.7	0.35	0.65	128	776.1195632	538.5622728	443846.2195	4435973.444	26	536
4	2	0.68	0.45	2.08	252.5	829.0285094	558.9388409	443114.2691	4435196.674	25	1390
2	1	2.05	0.4	0.6	145	851.6180571	1140.865382	442379.8109	4436818.24	21	520
1	1	1.58	0.35	1.8	77.5	742.5501075	1021.011037	444555.1833	4436915.771	19	475
1	1	2	0.4	0.63	95.4	824.6448352	955.3375463	442208.8977	4437420.912	21	458
2	2	2	0.4	0.65	123.4	356.5070125	239.7189758	444645.368	4435824.446	28	550
1	1	2.5	0.3	2.38	63	461.6454414	300.6024681	445055.7818	4436131.161	37	448
1	1	2.55	0.3	0.6	93.4	210.9923691	601.7897887	441747.1063	4436961.663	21	420
1	2	1.63	0.33	2.85	93	2050.751857	381.1393308	446632.806	4436430.818	36	589
1	2	1.66	0.3	0.75	56.9	839.2266525	843.6594645	441691.8716	4434474.79	18	295
1	2	1.2	0.3	1.86	106.4	775.0364741	675.1176737	442306.2825	4434282.918	31	506
2	1	1.4	0.3	0.83	130	671.2397039	1061.792891	442205.0252	4437012.617	26	747
1	2	1.21	0.35	0.8	108.2	845.9912465	670.356354	443514.3269	4435047.173	28	620
1	2	0.9	0.28	0.6	62.1	1042.559313	235.9132334	443361.7242	4435467.799	26	394
2	2	1.8	0.3	0.6	143	256.4635307	612.9785543	443270.9697	4437233.657	30	605
2	2	2.4	0.34	0.61	202.4	1230.90009	547.0881617	442949.0831	4436096.7	24	690
1	2	1.82	0.35	1.2	81.3	180.8736401	322.1286622	440248.6496	4438713.326	32	445
1	2	1.5	0.3	0.85	93	509.1934323	465.5623023	441658.2896	4436450.665	21	485
1	2	1.54	0.32	0.68	77.1	339.2864284	520.287507	441606.2449	4436612.592	22	435
1	2	0.85	0.35	0.64	128	1175.562949	313.7287043	443430.9211	4436011.071	24	649
2	2	1.58	0.3	0.65	130.2	113.5444221	310.3123386	444619.5628	4436065.752	26	565
1	1	1.6	0.3	0.58	55.2	862.6457813	284.9500814	441786.9962	4436120.5	21	360
2	2	2.55	0.3	0.61	127.5	421.2535947	313.4810403	441186.3789	4437177.597	29	493
1	1	2.5	0.35	0.63	67	872.6888899	857.9890212	442691.3059	4437498.296	24	405
1	2	2.9	0.38	0.65	115	415.5898949	327.1452245	443789.3045	4436924.072	26	627
2	2	2.05	0.4	0.63	188.3	927.3924354	1194.884234	442443.8136	4437140.165	21	799
2	2	1.2	0.4	1	102.2	676.9907317	899.948437	442916.8195	4437538.96	38	588
1	1	2.5	0.3	0.61	97.5	336.1903139	96.82774244	441200.2038	4436950.789	29	440
1	1	2.5	0.3	0.9	86.3	1123.246649	491.8523749	441284.5309	4439475.209	27	545
2	2	2.1	0.35	0.64	170.6	1350.825573	1425.225832	444826.8145	4437618.655	26	620
1	1	2.5	0.3	0.9	60.9	560.4531485	717.9411975	443833.0906	4434943.835	11	335
1	1	2.51	0.33	0.56	80.3	655.7052759	197.0809548	443071.5203	4434561.412	19	450
1	1	1.2	0.3	0.65	106.6	631.7777083	615.642798	441441.2305	4434754.465	19	490
1	1	1.3	0.4	0.65	79.8	371.166139	174.1385816	441242.1562	4436718.109	19	363
1	2	2.05	0.35	0.63	120.8	984.7517781	663.2134256	442936.6351	4436460.041	24	580
2	2	1.56	0.3	0.64	125	868.7029896	1108.230898	444877.6456	4436995.929	26	620
2	2	1.99	0.3	1.2	158	275.8445123	459.3106182	444084.4378	4435093.928	25	698
1	2	3.2	0.3	3.8	60.8	514.1591044	467.2566026	443873.1369	4435328.922	31	395
3	2	0.7	0.31	3.68	260.2	824.2349363	394.4505853	439540.3633	4437975.498	30	1320
5	2	2.84	0.3	1.88	505	888.5057334	152.1466556	449882.0863	4426343.795	36	1800
2	2	4	0.3	3.8	138.9	855.9397199	92.28160592	450111.837	4425264.576	40	1280
1	2	1.2	0.33	0.8	56.3	1027.292421	127.9211979	450230.9661	4425851.427	12	438
1	2	2.4	0.3	0.8	56.8	270.3817616	458.4961483	449311.3865	4426016.501	11	458
1	2	5	0.3	0.5	56.6	842.679686	69.53950497	450049.3216	4425747.639	7	498
1	1	3	0.3	0.5	64.4	939.6355901	67.92687476	450216.0752	4425449.832	9	528
1	3	5	0.3	1	79.4	877.965531	78.35905248	449992.5293	4425320.748	9	710
1	1	2.8	0.2	0.6	68.1	167.9928122	354.8260092	448925.2638	4425671.174	14	535
1	2	2	0.27	0.8	80.9	452.7061088	157.5407225	449473.7795	4425305.401	4	710
1	2	3	0.3	1.27	66.9	358.6975296	285.9101872	449022.3422	4426128.961	9	565
1	2	2.8	0.4	2.28	60.2	628.2159864	120.5419592	450175.8033	4424985.814	8	540
1	2	2.23	0.3	0.5	59.4	325.3131573	223.9770491	449528.6435	4425723.962	15	468
1	2	2	0.31	1	53.4	292.150491	177.3447433	449319.2494	4425391.908	8	443
2	2	3.2	0.42	1.9	144.5	534.3650232	200.3752085	449587.7736	4426141.385	20	1280
1	2	2.5	0.3	1	72.6	813.061449	46.83143705	449952.974	4426090.125	15	615
1	2	2	0.27	0.8	57.9	405.0038011	222.9500082	449351.602	4425281.945	16	500
1	1	1.2	0.2	0.9	62.8	329.4657165	139.4257284	450389.1562	4424563.584	10	440
1	2	2.1	0.32	0.9	55.6	286.1688217	301.4883017	449197.7189	4425361.684	10	513
1	2	1.8	0.3	5.2	113	758.9180451	607.7882329	448259.1267	4432114.937	19	516
1	2	1.8	0.3	0.7	88.2	441.3839455	657.3387395	448299.3282	4432894.561	30	480
1	2	1.63	0.27	1.2	89	1993.311276	437.8848197	446507.0658	4436747.638	31	590
1	2	2.5	0.3	2.93	89.6	457.9317525	482.4771871	445019.8662	4436350.106	37	679
1	2	1.6	0.35	0.8	108.5	1725.45799	711.5210446	446228.5885	4436737.8	24	469
1	1	2.5	0.3	0.65	90.6	337.9491616	329.5239617	444614.9754	4435364.4	30	488
2	2	1.5	0.38	0.64	125	1916.897518	1106.133267	446091.7236	4437373.585	26	548
1	2	1.1	0.4	0.6	95.4	898.0641652	559.0353926	445434.1723	4435852.933	20	476
1	2	2	0.33	1.95	132.9	861.8169792	406.2354103	449639.5301	4434160.934	30	749
1	2	2.5	0.3	1.7	89.3	764.1437667	513.5168506	444867.607	4435227.414	30	435
1	1	1.1	0.35	1	84	1676.32143	769.6915058	447438.3685	4437243.066	23	380
1	2	1.6	0.3	0.65	102	397.6983175	467.0171753	444265.1912	4435955.755	28	482
1	1	2.17	0.35	1.7	88.7	590.4799929	449.4639234	444867.0753	4435442.851	30	468
2	2	1.71	0.3	1.7	91	1302.307355	1179.519371	445760.16	4436760.633	29	480
2	2	1.6	0.3	0.64	124.4	1775.137855	883.3439893	446142.4586	4437048.04	29	560
1	2	1.92	0.3	0.8	56.4	1145.925728	957.1794151	445734.6461	4436314.131	21	345
1	2	1.2	0.3	0.9	98.2	2197.169426	1048.768026	446233.8019	4437638.54	23	280
1	1	2.3	0.3	1.2	58.8	1452.732799	938.0974294	446007.666	4436523.892	17	355
1	2	1.6	0.3	3.98	166.4	4865.374103	1701.101085	472651.4618	4436928.244	22	540
1	2	1.3	0.35	0.55	80	3019.007217	2025.109457	467958.2614	4430466.433	23	222
2	2	1.1	0.35	0.55	124	2506.527377	2499.66908	467549.7411	4430804.797	20	360
2	2	1.8	0.2	2.6	106.1	3637.954318	3066.474893	468117.1078	4435942.914	31	340
2	2	3	0.38	1.38	139	1316.561823	601.66635	465112.7667	4432086.387	24	590
1	2	1	0.38	1.38	164	1281.842465	444.4815195	465014.1698	4432307.303	25	688
0	2	3	0.3	0.8	160	370.7106282	315.9531169	442572.551	4414946.066	22	2050
1	1	2.5	0.25	1.2	40	277.7868598	159.6681927	442267.0462	4415302.19	21	620
1	1	0.5	0.35	0.9	35	729.5133575	229.1240693	445901.4615	4421927.263	20	340
1	2	1.5	0.3	0.9	18	808.6834428	354.0266199	446156.0584	4421312.235	34	300
1	1	2.1	0.35	1	48.9	568.7009326	48.03014823	445650.8824	4421928.092	4	660
1	2	1.2	0.2	0.5	35	446.5344116	131.9706217	445655.8849	4419058.444	20	340
1	2	1	0.35	5	35	387.2340329	150.73088	445726.1421	4418842.287	20	340
1	2	0.45	0.3	0.9	400	661.8137002	170.6018965	445938.6663	4421758.487	23	6500
1	2	2.5	0.3	3	63.1	462.8516746	84.06861401	444196.3511	4424394.923	8	615
3	3	2.5	0.3	0.9	184.5	606.8745494	374.4561943	451268.6954	4419784.233	42	1300
1	2	2	0.3	0.8	45	286.4804959	99.4026603	452189.0948	4417221.324	30	350
1	2	1.2	0.31	7.5	45.5	339.6388361	174.47061	451992.5617	4417346.324	30	300
2	2	3	0.33	8.9	150.6	377.5049547	616.8860721	452632.9789	4417498.202	16	1180
4	0	2.5	0.1	11.5	440	284.2176717	336.5856775	451609.8194	4417089.356	35	4500
1	1	4	0.4	3.7	69.1	354.068899	247.4932341	452338.9627	4417210.38	25	490
2	2	3.5	0.33	4.3	200	113.7403852	673.8594019	452871.7063	4417232.745	24	900
1	2	4.3	0.33	6	84	429.6358764	302.0512562	451881.8101	4417419.992	26	680
2	3	2.5	0.32	9.2	255.1	277.1626887	108.7750628	453196.2206	4418325.425	31	1160
1	2	2.5	0.17	7	106	153.7064123	198.3352139	451859.8239	4417126.72	32	600
1	2	3.1	0.3	1	37	284.8987293	351.9125657	451707.6227	4417207.585	4	270
1	2	8	0.21	18	241.9	321.734934	330.1042104	453251.3738	4417483.266	27	2188
1	2	2.5	0.3	7.5	92.5	372.6339673	393.8224095	451688.7145	4417298.717	26	600
2	2	2.5	0.3	3.58	171	118.0981344	247.9289623	452989.4554	4418091.168	40	2689
1	2	2	0.3	1	44.1	419.1591034	172.1294178	451996.3652	4419056.188	15	480
1	2	2.5	0.3	6	89.2	264.3533357	202.5492714	451870.9178	4417238.556	25	615
2	2	3	0.35	6	222	503.6781317	541.0690144	451558.2621	4417368.808	19	1260
4	2	2.1	0.4	2.3	559.4	398.1604442	582.3090065	453750.8998	4415252.18	28	1800
5	2	1	0.3	1.2	280	597.9412334	207.3212423	453686.1345	4414699.446	32	1450
4	2	3.2	0.31	3.98	282.9	347.1176541	701.3467416	447135.7525	4425947.149	26	1250
1	1	1.2	0.3	0.7	42.3	406.4011248	310.4403627	446664.5849	4426961.93	11	338
1	1	2.4	0.3	0.7	81.5	734.8213595	158.869787	446489.5077	4426632.163	7	630
1	1	2.5	0.2	0.9	74.1	730.433694	307.5759202	446615.6566	4426114.237	17	720
2	1	2.5	0.4	3.4	214.4	745.4863841	677.6450037	446939.8498	4426318.633	21	1530
5	2	0.4	0.4	5	330	8202.512591	618.2042852	471052.3926	4449860.214	31	900
1	1	1.8	0.1	0.9	70.2	1190.992646	379.2174947	443855.8007	4422414.433	11	630
2	2	1.2	0.3	2.2	203.5	498.9306243	302.0267007	439186.7091	4424157.376	25	3300
2	2	1.95	0.35	2.65	232.1	944.3897797	381.0339296	443472.8129	4421685.551	26	3780
1	2	1.2	0.4	0.5	82	1367.926804	337.7942342	443912.408	4422241.689	11	918
1	0	1.2	0.3	0.9	55	313.2786179	371.4066502	428122.6883	4420254.383	21	265
1	2	1.2	0.25	0.76	92.2	305.9186075	285.1032927	428383.4789	4420438.965	25	479
1	0	0.47	0.3	9.88	59.7	2020.722574	370.3167974	456248.6585	4401902.08	11	261
1	0	3	0.3	1.8	89.3	703.835478	361.3117325	428059.1996	4419865.974	30	459
1	2	1.6	0.3	0.9	90.5	531.1921215	570.8389644	428270.1271	4420062.733	32	436
1	2	1.3	0.3	0.55	52.3	513.6166739	487.0690695	428575.9919	4420360.442	16	265
1	2	1.2	0.3	0.5	52.9	970.7847805	643.4375502	433080.8436	4417820.687	1	245
1	2	2.4	0.35	0.5	52.9	1359.395159	762.7718209	432588.4983	4417960.545	1	245
1	1	1.5	0.3	0.65	61.1	791.2716586	313.0152325	427845.3354	4419820.971	1	340
4	2	0.3	0.35	2	157.5	504.6523628	294.2518841	455061.656	4424465.115	19	2500
2	3	2.7	0.38	1.69	126.3	406.6794206	249.7787246	451873.1239	4412980.479	23	860
2	2	2	0.4	2	244.2	818.0356353	212.1621468	452057.8086	4421368.263	37	3500
1	2	1.2	0.25	0.9	61.1	1272.790402	507.3093011	436200.1739	4418635.768	11	579
1	1	1.2	0.1	0.6	17	519.7536436	36.32270059	445802.4791	4418994.125	7	305
1	1	1	0.3	0.8	25	205.7584493	177.1472839	445176.2424	4417009.238	36	440
1	2	1.2	0.2	0.5	60	472.1779218	178.8962693	445306.569	4419196.804	11	930
1	1	2.1	0.3	0.9	26	416.0395725	115.2251601	445184.4766	4417305.314	38	415
1	2	2.2	0.33	3.8	83	124.3170523	498.5807493	445316.5128	4418610.923	27	1388
2	2	1.5	0.25	3.86	217.5	120.2714356	472.6276268	445431.2911	4418635.207	21	3700
0	1	1.2	0.3	0.9	21.5	148.8429664	293.2116522	445327.7207	4417076.171	22	360
2	1	2	0.3	0.8	88	383.481652	444.7451691	445596.8413	4418431.035	22	1520
1	2	2.8	0.3	5.8	65	441.1972916	119.4534657	444902.1046	4416993.851	31	1150
2	2	2.42	0.31	4.6	130	389.6670938	360.822481	445154.2197	4418141.546	25	2330
0	2	1.5	0.3	0.9	35	422.8600596	167.6454419	444973.5842	4419576.398	24	360
1	2	1.4	0.2	1.4	72.2	545.7030651	341.272887	445774.0295	4418238.85	22	1150
2	2	1.2	0.3	1.6	118.9	311.9289138	678.3905967	445363.3312	4418417.64	25	2100
3	2	5	0.4	4.26	297	566.8410132	404.9718234	444913.1502	4418138.414	25	4730
1	1	2.5	0.3	8.3	76.1	458.1550199	159.3624471	444927.662	4417240.242	26	1040
